country,county,updatedAt,stats,coordinates,province
Japan,,2020-08-17 04:27:20,"{'confirmed': 76, 'deaths': 1, 'recovered': 76}","{'latitude': '38.448396', 'longitude': '140.102154'}",Yamagata
Japan,,2020-08-17 04:27:20,"{'confirmed': 83, 'deaths': 0, 'recovered': 58}","{'latitude': '34.201190000000004', 'longitude': '131.573293'}",Yamaguchi
Japan,,2020-08-17 04:27:20,"{'confirmed': 140, 'deaths': 1, 'recovered': 104}","{'latitude': '35.612364', 'longitude': '138.61148899999998'}",Yamanashi
Jordan,,2020-08-17 04:27:20,"{'confirmed': 1378, 'deaths': 11, 'recovered': 1236}","{'latitude': '31.24', 'longitude': '36.51'}",
Kazakhstan,,2020-08-17 04:27:20,"{'confirmed': 103033, 'deaths': 1269, 'recovered': 82777}","{'latitude': '48.0196', 'longitude': '66.9237'}",
Kenya,,2020-08-17 04:27:20,"{'confirmed': 30120, 'deaths': 474, 'recovered': 16656}","{'latitude': '-0.0236', 'longitude': '37.9062'}",
"Korea, South",,2020-08-17 04:27:20,"{'confirmed': 15515, 'deaths': 305, 'recovered': 13917}","{'latitude': '35.90775700000001', 'longitude': '127.766922'}",
Kosovo,,2020-08-17 04:27:20,"{'confirmed': 11275, 'deaths': 390, 'recovered': 6961}","{'latitude': '42.602636', 'longitude': '20.902977'}",
Kuwait,,2020-08-17 04:27:20,"{'confirmed': 76205, 'deaths': 501, 'recovered': 68135}","{'latitude': '29.31166', 'longitude': '47.481766'}",
Kyrgyzstan,,2020-08-17 04:27:20,"{'confirmed': 41856, 'deaths': 1495, 'recovered': 34276}","{'latitude': '41.20438', 'longitude': '74.766098'}",
Laos,,2020-08-17 04:27:20,"{'confirmed': 22, 'deaths': 0, 'recovered': 19}","{'latitude': '19.85627', 'longitude': '102.495496'}",
Latvia,,2020-08-17 04:27:20,"{'confirmed': 1322, 'deaths': 32, 'recovered': 1078}","{'latitude': '56.8796', 'longitude': '24.6032'}",
Lebanon,,2020-08-17 04:27:20,"{'confirmed': 8881, 'deaths': 103, 'recovered': 2724}","{'latitude': '33.8547', 'longitude': '35.8623'}",
Lesotho,,2020-08-17 04:27:20,"{'confirmed': 903, 'deaths': 25, 'recovered': 271}","{'latitude': '-29.61', 'longitude': '28.2336'}",
Liberia,,2020-08-17 04:27:20,"{'confirmed': 1257, 'deaths': 82, 'recovered': 788}","{'latitude': '6.4280550000000005', 'longitude': '-9.429499'}",
Libya,,2020-08-17 04:27:20,"{'confirmed': 8172, 'deaths': 153, 'recovered': 933}","{'latitude': '26.3351', 'longitude': '17.228331'}",
Liechtenstein,,2020-08-17 04:27:20,"{'confirmed': 91, 'deaths': 1, 'recovered': 87}","{'latitude': '47.14', 'longitude': '9.55'}",
Lithuania,,2020-08-17 04:27:20,"{'confirmed': 2416, 'deaths': 81, 'recovered': 1704}","{'latitude': '55.1694', 'longitude': '23.8813'}",
Luxembourg,,2020-08-17 04:27:20,"{'confirmed': 7458, 'deaths': 123, 'recovered': 6500}","{'latitude': '49.8153', 'longitude': '6.1296'}",
MS Zaandam,,2020-08-17 04:27:20,"{'confirmed': 9, 'deaths': 2, 'recovered': 0}","{'latitude': '', 'longitude': ''}",
Madagascar,,2020-08-17 04:27:20,"{'confirmed': 13827, 'deaths': 170, 'recovered': 12424}","{'latitude': '-18.766947', 'longitude': '46.869107'}",
Malawi,,2020-08-17 04:27:20,"{'confirmed': 5072, 'deaths': 161, 'recovered': 2626}","{'latitude': '-13.2543', 'longitude': '34.3015'}",
Malaysia,,2020-08-17 04:27:20,"{'confirmed': 9200, 'deaths': 125, 'recovered': 8859}","{'latitude': '4.210483999999999', 'longitude': '101.975766'}",
Maldives,,2020-08-17 04:27:20,"{'confirmed': 5785, 'deaths': 22, 'recovered': 3349}","{'latitude': '3.2028', 'longitude': '73.2207'}",
Mali,,2020-08-17 04:27:20,"{'confirmed': 2640, 'deaths': 125, 'recovered': 1987}","{'latitude': '17.570692', 'longitude': '-3.996166000000001'}",
Malta,,2020-08-17 04:27:20,"{'confirmed': 1306, 'deaths': 9, 'recovered': 749}","{'latitude': '35.9375', 'longitude': '14.3754'}",
Mauritania,,2020-08-17 04:27:20,"{'confirmed': 6701, 'deaths': 157, 'recovered': 5985}","{'latitude': '21.0079', 'longitude': '-10.9408'}",
Mauritius,,2020-08-17 04:27:20,"{'confirmed': 346, 'deaths': 10, 'recovered': 334}","{'latitude': '-20.348404', 'longitude': '57.552152'}",
Mexico,,2020-08-17 04:27:20,"{'confirmed': 4812, 'deaths': 324, 'recovered': 4113}","{'latitude': '21.8853', 'longitude': '-102.2916'}",Aguascalientes
Mexico,,2020-08-17 04:27:20,"{'confirmed': 15352, 'deaths': 2883, 'recovered': 11713}","{'latitude': '30.8406', 'longitude': '-115.2838'}",Baja California
Mexico,,2020-08-17 04:27:20,"{'confirmed': 6330, 'deaths': 264, 'recovered': 4979}","{'latitude': '26.0444', 'longitude': '-111.6661'}",Baja California Sur
Mexico,,2020-08-17 04:27:20,"{'confirmed': 5190, 'deaths': 689, 'recovered': 4350}","{'latitude': '19.8301', 'longitude': '-90.5349'}",Campeche
Mexico,,2020-08-17 04:27:20,"{'confirmed': 6072, 'deaths': 977, 'recovered': 4959}","{'latitude': '16.7569', 'longitude': '-93.1292'}",Chiapas
Mexico,,2020-08-17 04:27:20,"{'confirmed': 6581, 'deaths': 1021, 'recovered': 4951}","{'latitude': '28.633000000000006', 'longitude': '-106.0691'}",Chihuahua
Mexico,,2020-08-17 04:27:20,"{'confirmed': 86159, 'deaths': 9800, 'recovered': 70354}","{'latitude': '19.4326', 'longitude': '-99.1332'}",Ciudad de Mexico
Mexico,,2020-08-17 04:27:20,"{'confirmed': 17718, 'deaths': 1094, 'recovered': 14192}","{'latitude': '27.0587', 'longitude': '-101.7068'}",Coahuila
Mexico,,2020-08-17 04:27:20,"{'confirmed': 2728, 'deaths': 317, 'recovered': 1862}","{'latitude': '19.1223', 'longitude': '-104.0072'}",Colima
Mexico,,2020-08-17 04:27:20,"{'confirmed': 5317, 'deaths': 368, 'recovered': 4275}","{'latitude': '24.5593', 'longitude': '-104.6588'}",Durango
Mexico,,2020-08-17 04:27:20,"{'confirmed': 26625, 'deaths': 1365, 'recovered': 22616}","{'latitude': '21.019', 'longitude': '-101.2574'}",Guanajuato
Mexico,,2020-08-17 04:27:20,"{'confirmed': 13254, 'deaths': 1516, 'recovered': 10827}","{'latitude': '17.4392', 'longitude': '-99.5451'}",Guerrero
Mexico,,2020-08-17 04:27:20,"{'confirmed': 8729, 'deaths': 1358, 'recovered': 6415}","{'latitude': '20.0911', 'longitude': '-98.7624'}",Hidalgo
Mexico,,2020-08-17 04:27:20,"{'confirmed': 16381, 'deaths': 2016, 'recovered': 12698}","{'latitude': '20.6595', 'longitude': '-103.3494'}",Jalisco
Mexico,,2020-08-17 04:27:20,"{'confirmed': 61431, 'deaths': 7297, 'recovered': 50162}","{'latitude': '19.4969', 'longitude': '-99.7233'}",Mexico
Mexico,,2020-08-17 04:27:20,"{'confirmed': 12352, 'deaths': 970, 'recovered': 10175}","{'latitude': '19.5665', 'longitude': '-101.7068'}",Michoacan
Mexico,,2020-08-17 04:27:20,"{'confirmed': 4652, 'deaths': 903, 'recovered': 3446}","{'latitude': '18.6813', 'longitude': '-99.1013'}",Morelos
Mexico,,2020-08-17 04:27:20,"{'confirmed': 4356, 'deaths': 489, 'recovered': 3341}","{'latitude': '21.7514', 'longitude': '-104.8455'}",Nayarit
Mexico,,2020-08-17 04:27:20,"{'confirmed': 23951, 'deaths': 1770, 'recovered': 19591}","{'latitude': '25.5922', 'longitude': '-99.9962'}",Nuevo Leon
Mexico,,2020-08-17 04:27:20,"{'confirmed': 12358, 'deaths': 1119, 'recovered': 10461}","{'latitude': '17.0732', 'longitude': '-96.7266'}",Oaxaca
Mexico,,2020-08-17 04:27:20,"{'confirmed': 24383, 'deaths': 3057, 'recovered': 19674}","{'latitude': '19.0414', 'longitude': '-98.2063'}",Puebla
Mexico,,2020-08-17 04:27:20,"{'confirmed': 4862, 'deaths': 599, 'recovered': 3745}","{'latitude': '20.5888', 'longitude': '-100.3899'}",Queretaro
Mexico,,2020-08-17 04:27:20,"{'confirmed': 9298, 'deaths': 1212, 'recovered': 7329}","{'latitude': '19.1817', 'longitude': '-88.4791'}",Quintana Roo
Mexico,,2020-08-17 04:27:20,"{'confirmed': 14257, 'deaths': 852, 'recovered': 11735}","{'latitude': '22.1565', 'longitude': '-100.9855'}",San Luis Potosi
Mexico,,2020-08-17 04:27:20,"{'confirmed': 14495, 'deaths': 2550, 'recovered': 11282}","{'latitude': '25.1721', 'longitude': '-107.4795'}",Sinaloa
Mexico,,2020-08-17 04:27:20,"{'confirmed': 19972, 'deaths': 2408, 'recovered': 16777}","{'latitude': '29.2972', 'longitude': '-110.3309'}",Sonora
Mexico,,2020-08-17 04:27:20,"{'confirmed': 25790, 'deaths': 2363, 'recovered': 22245}","{'latitude': '17.8409', 'longitude': '-92.6189'}",Tabasco
Mexico,,2020-08-17 04:27:20,"{'confirmed': 20735, 'deaths': 1572, 'recovered': 17703}","{'latitude': '24.2669', 'longitude': '-98.8363'}",Tamaulipas
Mexico,,2020-08-17 04:27:20,"{'confirmed': 5643, 'deaths': 815, 'recovered': 4479}","{'latitude': '19.3139', 'longitude': '-98.2404'}",Tlaxcala
Mexico,,2020-08-17 04:27:20,"{'confirmed': 25679, 'deaths': 3275, 'recovered': 20670}","{'latitude': '19.1738', 'longitude': '-96.1342'}",Veracruz
Mexico,,2020-08-17 04:27:20,"{'confirmed': 12571, 'deaths': 1144, 'recovered': 10265}","{'latitude': '20.7099', 'longitude': '-89.0943'}",Yucatan
Mexico,,2020-08-17 04:27:20,"{'confirmed': 4129, 'deaths': 370, 'recovered': 2914}","{'latitude': '22.7709', 'longitude': '-102.5832'}",Zacatecas
Moldova,,2020-08-17 04:27:20,"{'confirmed': 30183, 'deaths': 896, 'recovered': 21220}","{'latitude': '47.4116', 'longitude': '28.3699'}",
Monaco,,2020-08-17 04:27:20,"{'confirmed': 146, 'deaths': 4, 'recovered': 114}","{'latitude': '43.7333', 'longitude': '7.4167'}",
Mongolia,,2020-08-17 04:27:20,"{'confirmed': 298, 'deaths': 0, 'recovered': 276}","{'latitude': '46.8625', 'longitude': '103.8467'}",
Montenegro,,2020-08-17 04:27:20,"{'confirmed': 4035, 'deaths': 77, 'recovered': 2910}","{'latitude': '42.708678000000006', 'longitude': '19.37439'}",
Morocco,,2020-08-17 04:27:20,"{'confirmed': 42489, 'deaths': 658, 'recovered': 29344}","{'latitude': '31.7917', 'longitude': '-7.0926'}",
Mozambique,,2020-08-17 04:27:20,"{'confirmed': 2855, 'deaths': 19, 'recovered': 1163}","{'latitude': '-18.665695', 'longitude': '35.529562'}",
Namibia,,2020-08-17 04:27:20,"{'confirmed': 4154, 'deaths': 35, 'recovered': 2370}","{'latitude': '-22.9576', 'longitude': '18.4904'}",
Nepal,,2020-08-17 04:27:20,"{'confirmed': 26660, 'deaths': 104, 'recovered': 17335}","{'latitude': '28.1667', 'longitude': '84.25'}",
Netherlands,,2020-08-17 04:27:20,"{'confirmed': 1102, 'deaths': 4, 'recovered': 200}","{'latitude': '12.5211', 'longitude': '-69.9683'}",Aruba
Netherlands,,2020-08-17 04:27:20,"{'confirmed': 13, 'deaths': 0, 'recovered': 7}","{'latitude': '12.1784', 'longitude': '-68.2385'}","Bonaire, Sint Eustatius and Saba"
Netherlands,,2020-08-17 04:27:20,"{'confirmed': 34, 'deaths': 1, 'recovered': 31}","{'latitude': '12.1696', 'longitude': '-68.99'}",Curacao
Netherlands,,2020-08-17 04:27:20,"{'confirmed': 582, 'deaths': 41, 'recovered': 0}","{'latitude': '52.862485', 'longitude': '6.618435000000002'}",Drenthe
Netherlands,,2020-08-17 04:27:20,"{'confirmed': 1156, 'deaths': 93, 'recovered': 0}","{'latitude': '52.550383', 'longitude': '5.515162'}",Flevoland
Netherlands,,2020-08-17 04:27:20,"{'confirmed': 732, 'deaths': 69, 'recovered': 0}","{'latitude': '53.087337', 'longitude': '5.7925'}",Friesland
Netherlands,,2020-08-17 04:27:20,"{'confirmed': 6951, 'deaths': 685, 'recovered': 0}","{'latitude': '52.061738', 'longitude': '5.939114'}",Gelderland
Netherlands,,2020-08-17 04:27:20,"{'confirmed': 500, 'deaths': 17, 'recovered': 0}","{'latitude': '53.217922', 'longitude': '6.741514'}",Groningen
Netherlands,,2020-08-17 04:27:20,"{'confirmed': 5122, 'deaths': 754, 'recovered': 0}","{'latitude': '51.209227', 'longitude': '5.93387'}",Limburg
Netherlands,,2020-08-17 04:27:20,"{'confirmed': 11136, 'deaths': 1545, 'recovered': 0}","{'latitude': '51.561174', 'longitude': '5.184942'}",Noord-Brabant
Netherlands,,2020-08-17 04:27:20,"{'confirmed': 10355, 'deaths': 820, 'recovered': 0}","{'latitude': '52.60090600000001', 'longitude': '4.918688'}",Noord-Holland
Netherlands,,2020-08-17 04:27:20,"{'confirmed': 3319, 'deaths': 311, 'recovered': 0}","{'latitude': '52.444558', 'longitude': '6.441722'}",Overijssel
Netherlands,,2020-08-17 04:27:20,"{'confirmed': 317, 'deaths': 17, 'recovered': 107}","{'latitude': '18.0425', 'longitude': '-63.0548'}",Sint Maarten
Netherlands,,2020-08-17 04:27:20,"{'confirmed': 585, 'deaths': 18, 'recovered': 0}","{'latitude': '', 'longitude': ''}",Unknown
Netherlands,,2020-08-17 04:27:20,"{'confirmed': 4923, 'deaths': 432, 'recovered': 0}","{'latitude': '52.084251', 'longitude': '5.163824'}",Utrecht
Netherlands,,2020-08-17 04:27:20,"{'confirmed': 967, 'deaths': 69, 'recovered': 0}","{'latitude': '51.47936', 'longitude': '3.861559'}",Zeeland
Netherlands,,2020-08-17 04:27:20,"{'confirmed': 16674, 'deaths': 1318, 'recovered': 0}","{'latitude': '51.937835', 'longitude': '4.462114'}",Zuid-Holland
New Zealand,,2020-08-17 04:27:20,"{'confirmed': 1631, 'deaths': 22, 'recovered': 1531}","{'latitude': '-40.9006', 'longitude': '174.886'}",
Nicaragua,,2020-08-17 04:27:20,"{'confirmed': 4115, 'deaths': 128, 'recovered': 2913}","{'latitude': '12.865416', 'longitude': '-85.207229'}",
Niger,,2020-08-17 04:27:20,"{'confirmed': 1167, 'deaths': 69, 'recovered': 1078}","{'latitude': '17.607789', 'longitude': '8.081666'}",
Nigeria,,2020-08-17 04:27:20,"{'confirmed': 49068, 'deaths': 975, 'recovered': 36497}","{'latitude': '9.082', 'longitude': '8.6753'}",
North Macedonia,,2020-08-17 04:27:20,"{'confirmed': 12739, 'deaths': 544, 'recovered': 9174}","{'latitude': '41.6086', 'longitude': '21.7453'}",
Norway,,2020-08-17 04:27:20,"{'confirmed': 10005, 'deaths': 261, 'recovered': 8857}","{'latitude': '60.472', 'longitude': '8.4689'}",
Oman,,2020-08-17 04:27:20,"{'confirmed': 83086, 'deaths': 572, 'recovered': 77680}","{'latitude': '21.512583', 'longitude': '55.92325500000001'}",
Pakistan,,2020-08-17 04:27:20,"{'confirmed': 2184, 'deaths': 60, 'recovered': 2002}","{'latitude': '34.027401', 'longitude': '73.947253'}",Azad Jammu and Kashmir
Pakistan,,2020-08-17 04:27:20,"{'confirmed': 12295, 'deaths': 138, 'recovered': 10956}","{'latitude': '28.328492', 'longitude': '65.898403'}",Balochistan
Pakistan,,2020-08-17 04:27:20,"{'confirmed': 2502, 'deaths': 61, 'recovered': 2133}","{'latitude': '35.792146', 'longitude': '74.982138'}",Gilgit-Baltistan
Pakistan,,2020-08-17 04:27:20,"{'confirmed': 15390, 'deaths': 173, 'recovered': 13276}","{'latitude': '33.665087', 'longitude': '73.121219'}",Islamabad
Pakistan,,2020-08-17 04:27:20,"{'confirmed': 35215, 'deaths': 1239, 'recovered': 32450}","{'latitude': '34.485332', 'longitude': '72.09169'}",Khyber Pakhtunkhwa
Pakistan,,2020-08-17 04:27:20,"{'confirmed': 95447, 'deaths': 2182, 'recovered': 88698}","{'latitude': '30.811346', 'longitude': '72.13913199999998'}",Punjab
Pakistan,,2020-08-17 04:27:20,"{'confirmed': 126182, 'deaths': 2322, 'recovered': 119572}","{'latitude': '26.009446', 'longitude': '68.77680699999999'}",Sindh
Panama,,2020-08-17 04:27:20,"{'confirmed': 81940, 'deaths': 1767, 'recovered': 55001}","{'latitude': '8.538', 'longitude': '-80.7821'}",
Papua New Guinea,,2020-08-17 04:27:20,"{'confirmed': 323, 'deaths': 3, 'recovered': 110}","{'latitude': '-6.314993', 'longitude': '143.95555'}",
Paraguay,,2020-08-17 04:27:20,"{'confirmed': 9791, 'deaths': 138, 'recovered': 6034}","{'latitude': '-23.4425', 'longitude': '-58.4438'}",
Peru,,2020-08-17 04:27:20,"{'confirmed': 7986, 'deaths': 186, 'recovered': 0}","{'latitude': '-5.077253', 'longitude': '-78.050172'}",Amazonas
Peru,,2020-08-17 04:27:20,"{'confirmed': 15101, 'deaths': 1085, 'recovered': 0}","{'latitude': '-9.407125', 'longitude': '-77.67179499999997'}",Ancash
Peru,,2020-08-17 04:27:20,"{'confirmed': 1692, 'deaths': 53, 'recovered': 0}","{'latitude': '-14.027713', 'longitude': '-72.975378'}",Apurimac
Peru,,2020-08-17 04:27:20,"{'confirmed': 23179, 'deaths': 984, 'recovered': 0}","{'latitude': '-15.843524', 'longitude': '-72.475539'}",Arequipa
Peru,,2020-08-17 04:27:20,"{'confirmed': 5826, 'deaths': 171, 'recovered': 0}","{'latitude': '-14.091648', 'longitude': '-74.08344'}",Ayacucho
Peru,,2020-08-17 04:27:20,"{'confirmed': 10534, 'deaths': 349, 'recovered': 0}","{'latitude': '-6.430284', 'longitude': '-78.74559599999998'}",Cajamarca
Peru,,2020-08-17 04:27:20,"{'confirmed': 24417, 'deaths': 1463, 'recovered': 0}","{'latitude': '-11.954609', 'longitude': '-77.136042'}",Callao
Peru,,2020-08-17 04:27:20,"{'confirmed': 8619, 'deaths': 203, 'recovered': 0}","{'latitude': '-13.191068', 'longitude': '-72.153609'}",Cusco
Peru,,2020-08-17 04:27:20,"{'confirmed': 3035, 'deaths': 59, 'recovered': 0}","{'latitude': '-13.023888', 'longitude': '-75.00277'}",Huancavelica
Peru,,2020-08-17 04:27:20,"{'confirmed': 9121, 'deaths': 292, 'recovered': 0}","{'latitude': '-9.421676', 'longitude': '-76.040642'}",Huanuco
Peru,,2020-08-17 04:27:20,"{'confirmed': 16467, 'deaths': 1353, 'recovered': 0}","{'latitude': '-14.235097', 'longitude': '-75.574821'}",Ica
Peru,,2020-08-17 04:27:20,"{'confirmed': 11090, 'deaths': 549, 'recovered': 0}","{'latitude': '-11.541783', 'longitude': '-74.876968'}",Junin
Peru,,2020-08-17 04:27:20,"{'confirmed': 18899, 'deaths': 1934, 'recovered': 0}","{'latitude': '-7.92139', 'longitude': '-78.370238'}",La Libertad
Peru,,2020-08-17 04:27:20,"{'confirmed': 19733, 'deaths': 1545, 'recovered': 0}","{'latitude': '-6.353049', 'longitude': '-79.824113'}",Lambayeque
Peru,,2020-08-17 04:27:20,"{'confirmed': 261358, 'deaths': 11520, 'recovered': 0}","{'latitude': '-11.766533', 'longitude': '-76.60449799999998'}",Lima
Peru,,2020-08-17 04:27:20,"{'confirmed': 13100, 'deaths': 785, 'recovered': 0}","{'latitude': '-4.124847', 'longitude': '-74.424115'}",Loreto
Peru,,2020-08-17 04:27:20,"{'confirmed': 4673, 'deaths': 126, 'recovered': 0}","{'latitude': '-11.972699', 'longitude': '-70.53171999999998'}",Madre de Dios
Peru,,2020-08-17 04:27:20,"{'confirmed': 5931, 'deaths': 179, 'recovered': 0}","{'latitude': '-16.860271', 'longitude': '-70.839046'}",Moquegua
Peru,,2020-08-17 04:27:20,"{'confirmed': 2988, 'deaths': 73, 'recovered': 0}","{'latitude': '-10.39655', 'longitude': '-75.307635'}",Pasco
Peru,,2020-08-17 04:27:20,"{'confirmed': 24003, 'deaths': 1740, 'recovered': 0}","{'latitude': '-5.133361', 'longitude': '-80.335861'}",Piura
Peru,,2020-08-17 04:27:20,"{'confirmed': 4880, 'deaths': 146, 'recovered': 0}","{'latitude': '-14.995826999999998', 'longitude': '-69.922726'}",Puno
Peru,,2020-08-17 04:27:20,"{'confirmed': 11095, 'deaths': 632, 'recovered': 0}","{'latitude': '-7.039531', 'longitude': '-76.729127'}",San Martin
Peru,,2020-08-17 04:27:20,"{'confirmed': 5311, 'deaths': 100, 'recovered': 0}","{'latitude': '-17.644160999999997', 'longitude': '-70.27756'}",Tacna
Peru,,2020-08-17 04:27:20,"{'confirmed': 5033, 'deaths': 267, 'recovered': 0}","{'latitude': '-3.857496', 'longitude': '-80.54525500000003'}",Tumbes
Peru,,2020-08-17 04:27:20,"{'confirmed': 11732, 'deaths': 281, 'recovered': 0}","{'latitude': '-9.621718', 'longitude': '-73.444929'}",Ucayali
Peru,,2020-08-17 04:27:20,"{'confirmed': 0, 'deaths': 0, 'recovered': 365367}","{'latitude': '', 'longitude': ''}",Unknown
Philippines,,2020-08-17 04:27:20,"{'confirmed': 161253, 'deaths': 2665, 'recovered': 112586}","{'latitude': '12.879721', 'longitude': '121.774017'}",
Poland,,2020-08-17 04:27:20,"{'confirmed': 56684, 'deaths': 1877, 'recovered': 39130}","{'latitude': '51.9194', 'longitude': '19.1451'}",
Portugal,,2020-08-17 04:27:20,"{'confirmed': 54102, 'deaths': 1778, 'recovered': 39697}","{'latitude': '39.3999', 'longitude': '-8.2245'}",
Qatar,,2020-08-17 04:27:20,"{'confirmed': 115080, 'deaths': 193, 'recovered': 111794}","{'latitude': '25.3548', 'longitude': '51.1839'}",
Romania,,2020-08-17 04:27:20,"{'confirmed': 70461, 'deaths': 2991, 'recovered': 32587}","{'latitude': '45.9432', 'longitude': '24.9668'}",
Russia,,2020-08-17 04:27:20,"{'confirmed': 3113, 'deaths': 23, 'recovered': 2538}","{'latitude': '44.6939006', 'longitude': '40.1520421'}",Adygea Republic
Russia,,2020-08-17 04:27:20,"{'confirmed': 10623, 'deaths': 98, 'recovered': 8924}","{'latitude': '52.6932243', 'longitude': '82.69314240000001'}",Altai Krai
Russia,,2020-08-17 04:27:20,"{'confirmed': 1818, 'deaths': 7, 'recovered': 1561}","{'latitude': '50.7114101', 'longitude': '86.8572186'}",Altai Republic
Russia,,2020-08-17 04:27:20,"{'confirmed': 3060, 'deaths': 47, 'recovered': 2611}","{'latitude': '52.8032368', 'longitude': '128.437295'}",Amur Oblast
Russia,,2020-08-17 04:27:20,"{'confirmed': 9768, 'deaths': 241, 'recovered': 8614}","{'latitude': '63.5589686', 'longitude': '43.1221646'}",Arkhangelsk Oblast
Russia,,2020-08-17 04:27:20,"{'confirmed': 5148, 'deaths': 58, 'recovered': 4278}","{'latitude': '47.1878186', 'longitude': '47.608851'}",Astrakhan Oblast
Russia,,2020-08-17 04:27:20,"{'confirmed': 7298, 'deaths': 26, 'recovered': 6227}","{'latitude': '54.8573563', 'longitude': '57.1439682'}",Bashkortostan Republic
Russia,,2020-08-17 04:27:20,"{'confirmed': 6714, 'deaths': 51, 'recovered': 5846}","{'latitude': '50.7080119', 'longitude': '37.5837615'}",Belgorod Oblast
Russia,,2020-08-17 04:27:20,"{'confirmed': 7830, 'deaths': 35, 'recovered': 6366}","{'latitude': '52.8873315', 'longitude': '33.41585300000001'}",Bryansk Oblast
Russia,,2020-08-17 04:27:20,"{'confirmed': 4600, 'deaths': 42, 'recovered': 3991}","{'latitude': '52.7182426', 'longitude': '109.492143'}",Buryatia Republic
Russia,,2020-08-17 04:27:20,"{'confirmed': 2190, 'deaths': 37, 'recovered': 1462}","{'latitude': '43.39761470000001', 'longitude': '45.6985005'}",Chechen Republic
Russia,,2020-08-17 04:27:20,"{'confirmed': 12668, 'deaths': 99, 'recovered': 8238}","{'latitude': '54.4223954', 'longitude': '61.1865846'}",Chelyabinsk Oblast
Russia,,2020-08-17 04:27:20,"{'confirmed': 164, 'deaths': 1, 'recovered': 154}","{'latitude': '66.0006475', 'longitude': '169.4900869'}",Chukotka Autonomous Okrug
Russia,,2020-08-17 04:27:20,"{'confirmed': 7279, 'deaths': 68, 'recovered': 5311}","{'latitude': '55.4259922', 'longitude': '47.0849429'}",Chuvashia Republic
Russia,,2020-08-17 04:27:20,"{'confirmed': 10032, 'deaths': 469, 'recovered': 9001}","{'latitude': '43.05749160000001', 'longitude': '47.1332224'}",Dagestan Republic
Russia,,2020-08-17 04:27:20,"{'confirmed': 4025, 'deaths': 75, 'recovered': 3496}","{'latitude': '43.11542075', 'longitude': '45.01713552'}",Ingushetia Republic
Russia,,2020-08-17 04:27:20,"{'confirmed': 15442, 'deaths': 225, 'recovered': 11214}","{'latitude': '56.6370122', 'longitude': '104.719221'}",Irkutsk Oblast
Russia,,2020-08-17 04:27:20,"{'confirmed': 6876, 'deaths': 111, 'recovered': 5568}","{'latitude': '56.9167446', 'longitude': '41.43521370000001'}",Ivanovo Oblast
Russia,,2020-08-17 04:27:20,"{'confirmed': 579, 'deaths': 8, 'recovered': 511}","{'latitude': '48.57527615', 'longitude': '132.66307460000002'}",Jewish Autonomous Okrug
Russia,,2020-08-17 04:27:20,"{'confirmed': 6223, 'deaths': 75, 'recovered': 5838}","{'latitude': '43.4806048', 'longitude': '43.5978976'}",Kabardino-Balkarian Republic
Russia,,2020-08-17 04:27:20,"{'confirmed': 3121, 'deaths': 53, 'recovered': 2455}","{'latitude': '54.7293041', 'longitude': '21.1489473'}",Kaliningrad Oblast
Russia,,2020-08-17 04:27:20,"{'confirmed': 3360, 'deaths': 42, 'recovered': 2339}","{'latitude': '46.2313018', 'longitude': '45.3275745'}",Kalmykia Republic
Russia,,2020-08-17 04:27:20,"{'confirmed': 7625, 'deaths': 58, 'recovered': 6386}","{'latitude': '54.4382773', 'longitude': '35.5272854'}",Kaluga Oblast
Russia,,2020-08-17 04:27:20,"{'confirmed': 3615, 'deaths': 42, 'recovered': 3082}","{'latitude': '57.1914882', 'longitude': '160.03838190000005'}",Kamchatka Krai
Russia,,2020-08-17 04:27:20,"{'confirmed': 4635, 'deaths': 25, 'recovered': 3768}","{'latitude': '43.7368326', 'longitude': '41.7267991'}",Karachay-Cherkess Republic
Russia,,2020-08-17 04:27:20,"{'confirmed': 2701, 'deaths': 14, 'recovered': 1788}","{'latitude': '62.61940309999999', 'longitude': '33.4920267'}",Karelia Republic
Russia,,2020-08-17 04:27:20,"{'confirmed': 5025, 'deaths': 19, 'recovered': 3489}","{'latitude': '54.53357809999999', 'longitude': '87.342861'}",Kemerovo Oblast
Russia,,2020-08-17 04:27:20,"{'confirmed': 9014, 'deaths': 79, 'recovered': 6802}","{'latitude': '51.6312684', 'longitude': '136.121524'}",Khabarovsk Krai
Russia,,2020-08-17 04:27:20,"{'confirmed': 3144, 'deaths': 37, 'recovered': 2834}","{'latitude': '53.72258845', 'longitude': '91.44293627'}",Khakassia Republic
Russia,,2020-08-17 04:27:20,"{'confirmed': 18518, 'deaths': 149, 'recovered': 16300}","{'latitude': '61.0259025', 'longitude': '69.0982628'}",Khanty-Mansi Autonomous Okrug
Russia,,2020-08-17 04:27:20,"{'confirmed': 5631, 'deaths': 86, 'recovered': 4629}","{'latitude': '57.9665589', 'longitude': '49.4074599'}",Kirov Oblast
Russia,,2020-08-17 04:27:20,"{'confirmed': 6083, 'deaths': 76, 'recovered': 4898}","{'latitude': '63.9881421', 'longitude': '54.3326073'}",Komi Republic
Russia,,2020-08-17 04:27:20,"{'confirmed': 2906, 'deaths': 33, 'recovered': 1981}","{'latitude': '58.424756', 'longitude': '44.2533273'}",Kostroma Oblast
